SECT,CLASS,COUNTRY,YEARS,SCORES
ASSOU,Barriers to competition,ISL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,ISR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,ITA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,JPN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,KAZ,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,KOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,LTU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,LUX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,LVA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,MEX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,MYS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,NLD,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,NOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,NZL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,PER,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,PHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,POL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,PRT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,RUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,SGP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,SVK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,SVN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01978239370509982, 0.01978239370509982, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547]"
ASSOU,Barriers to competition,SWE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,THA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,TUR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.013188262470066547, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982, 0.01978239370509982]"
ASSOU,Barriers to competition,USA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
ASSOU,Barriers to competition,VNM,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Barriers to competition,ZAF,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274, 0.006594131235033274]"
ASSOU,Other discriminatory measures,AUS,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873]"
ASSOU,Other discriminatory measures,AUT,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365]"
ASSOU,Other discriminatory measures,BEL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05275304988026619, 0.05275304988026619, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746]"
ASSOU,Other discriminatory measures,BRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365]"
ASSOU,Other discriminatory measures,CAN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365]"
ASSOU,Other discriminatory measures,CHE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492]"
ASSOU,Other discriminatory measures,CHL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746]"
ASSOU,Other discriminatory measures,CHN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492]"
ASSOU,Other discriminatory measures,COL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365]"
ASSOU,Other discriminatory measures,CRI,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492]"
ASSOU,Other discriminatory measures,CZE,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746]"
ASSOU,Other discriminatory measures,DEU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873]"
ASSOU,Other discriminatory measures,DNK,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619]"
ASSOU,Other discriminatory measures,ESP,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873]"
ASSOU,Other discriminatory measures,EST,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746]"
ASSOU,Other discriminatory measures,FIN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746]"
ASSOU,Other discriminatory measures,FRA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746]"
ASSOU,Other discriminatory measures,GBR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746]"
ASSOU,Other discriminatory measures,GRC,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.08792174980044365, 0.08792174980044365, 0.08792174980044365]"
ASSOU,Other discriminatory measures,HUN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492]"
ASSOU,Other discriminatory measures,IDN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619]"
ASSOU,Other discriminatory measures,IND,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492]"
ASSOU,Other discriminatory measures,IRL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746, 0.05275304988026619, 0.05275304988026619, 0.05275304988026619]"
ASSOU,Other discriminatory measures,ISL,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238]"
ASSOU,Other discriminatory measures,ISR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111]"
ASSOU,Other discriminatory measures,ITA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.10550609976053238, 0.12309044972062111, 0.12309044972062111, 0.12309044972062111]"
ASSOU,Other discriminatory measures,JPN,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873]"
ASSOU,Other discriminatory measures,KAZ,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492]"
ASSOU,Other discriminatory measures,KOR,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492, 0.07033739984035492]"
ASSOU,Other discriminatory measures,LTU,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746]"
ASSOU,Other discriminatory measures,LUX,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746]"
ASSOU,Other discriminatory measures,LVA,"[2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 2023, 2024]","[0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.01758434996008873, 0.03516869992017746, 0.03516869992017746, 0.03516869992017746]"
